停止理由,セル番号,停止開始時刻,停止解消時刻,停止時間,大工程,中工程,MU名
故障,coatingInspection_1,2024/05/30 13:16:05.3252,2024/05/30 13:16:26.3717,21.0465,JSS_PA,coatingInspection,WhiteBody:2915
故障,F2_1,2024/05/30 13:16:40.2555,2024/05/30 13:17:25.1935,44.9380,JSS_WE,F2,WhiteBody:3377
故障,removeJig_1,2024/05/30 13:18:15.4446,2024/05/30 13:18:21.3651,5.9206,JSS_PA,removeJig,WhiteBody:2807
故障,A_1,2024/05/30 13:19:37.2987,2024/05/30 13:20:03.0679,25.7691,JSS_AF,A,WhiteBody:2744
機種CH,FLRCOMP_1,2024/05/30 13:19:13.0623,2024/05/30 13:21:13.0623,2:00.0000,JSS_WE,FLRCOMP,WhiteBody:3442
故障,CROSSTAR_1,2024/05/30 13:26:35.8366,2024/05/30 13:26:46.3603,10.5237,JSS_WE,RRDOOR,SubPart:9048
故障,CROSSTAR_1,2024/05/30 13:27:56.3770,2024/05/30 13:27:57.6127,1.2357,JSS_WE,RRDOOR,SubPart:9048
故障,CROSSTAR_1,2024/05/30 13:31:46.5398,2024/05/30 13:32:46.6429,1:00.1030,JSS_WE,RRDOOR,SubPart:9058
故障,removeJig_1,2024/05/30 13:32:42.7593,2024/05/30 13:32:54.5905,11.8312,JSS_PA,removeJig,WhiteBody:2811
故障,sealerOV_1,2024/05/30 13:35:58.8360,2024/05/30 13:36:32.7286,33.8926,JSS_PA,sealerOV,WhiteBody:3150
故障,sealer_1,2024/05/30 13:38:12.0819,2024/05/30 13:38:19.0389,6.9571,JSS_PA,sealer,WhiteBody:3186
故障,INNFRM_GW_1,2024/05/30 13:37:03.5934,2024/05/30 13:40:19.8989,3:16.3055,JSS_WE,INNFRM_GW,WhiteBody:3436
故障,sealer_1,2024/05/30 13:40:35.9000,2024/05/30 13:40:42.0011,6.1011,JSS_PA,sealer,WhiteBody:3188
故障,FRFLR_1,2024/05/30 13:40:14.5321,2024/05/30 13:41:09.2505,54.7185,JSS_WE,FRFLR,WhiteBody:3465
故障,F3_1,2024/05/30 13:41:29.0029,2024/05/30 13:41:49.1041,20.1012,JSS_WE,F3,WhiteBody:3379
故障,FRFLR_1,2024/05/30 13:41:50.3534,2024/05/30 13:42:45.2069,54.8534,JSS_WE,FRFLR,WhiteBody:3466
故障,coatingInspection_1,2024/05/30 13:42:53.6720,2024/05/30 13:42:56.1237,2.4517,JSS_PA,coatingInspection,WhiteBody:2931
故障,BRAZE_1,2024/05/30 13:43:22.8392,2024/05/30 13:43:30.4757,7.6365,JSS_WE,BRAZE,WhiteBody:3428
故障,FLRCOMP_1,2024/05/30 13:42:42.9885,2024/05/30 13:43:32.7370,49.7485,JSS_WE,FLRCOMP,WhiteBody:3454
故障,CROSSTAR_1,2024/05/30 13:42:21.2577,2024/05/30 13:43:51.2285,1:29.9707,JSS_WE,RRDOOR,SubPart:9086
故障,substrateInspectione_1,2024/05/30 13:44:27.8219,2024/05/30 13:44:39.8334,12.0115,JSS_PA,substrateInspectione,WhiteBody:3133
故障,FRFLR_1,2024/05/30 13:44:37.8625,2024/05/30 13:44:44.1663,6.3037,JSS_WE,FRFLR,WhiteBody:3468
故障,CROSSTAR_1,2024/05/30 13:44:59.0688,2024/05/30 13:45:32.2377,33.1689,JSS_WE,RRDOOR,SubPart:9093
故障,FLRCOMP_1,2024/05/30 13:44:52.9211,2024/05/30 13:46:03.0156,1:10.0945,JSS_WE,FLRCOMP,WhiteBody:3455
機種CH,INNFRM_GW_1,2024/05/30 13:45:12.0546,2024/05/30 13:47:12.0546,2:00.0000,JSS_WE,INNFRM_GW,WhiteBody:3442
故障,sealer_1,2024/05/30 13:49:21.1994,2024/05/30 13:49:48.3990,27.1996,JSS_PA,sealer,WhiteBody:3197
故障,coatingInspection_1,2024/05/30 13:49:56.1596,2024/05/30 13:50:15.2601,19.1005,JSS_PA,coatingInspection,WhiteBody:2938
故障,BRAZE_1,2024/05/30 13:51:16.3915,2024/05/30 13:52:08.2864,51.8950,JSS_WE,BRAZE,WhiteBody:3434
故障,F1_1,2024/05/30 13:52:04.5122,2024/05/30 13:52:10.2594,5.7472,JSS_WE,F1,WhiteBody:3413
故障,substrateInspectione_1,2024/05/30 13:52:01.5292,2024/05/30 13:52:18.0800,16.5508,JSS_PA,substrateInspectione,WhiteBody:3141
故障,FLRCOMP_1,2024/05/30 13:50:11.1245,2024/05/30 13:52:32.7757,2:21.6513,JSS_WE,FLRCOMP,WhiteBody:3460
故障,INNFRM_GW_1,2024/05/30 13:51:06.2172,2024/05/30 13:52:58.5116,1:52.2945,JSS_WE,INNFRM_GW,WhiteBody:3446
故障,coatingInspection_1,2024/05/30 13:54:16.9019,2024/05/30 13:54:21.4777,4.5758,JSS_PA,coatingInspection,WhiteBody:2942
故障,substrateInspectione_1,2024/05/30 13:54:51.7191,2024/05/30 13:55:04.4221,12.7030,JSS_PA,substrateInspectione,WhiteBody:3144
故障,sealerOV_1,2024/05/30 13:53:49.8033,2024/05/30 13:55:07.4097,1:17.6064,JSS_PA,sealerOV,WhiteBody:3168
故障,FLRCOMP_1,2024/05/30 13:55:00.1665,2024/05/30 13:56:06.1999,1:06.0335,JSS_WE,FLRCOMP,WhiteBody:3462
故障,removeJig_1,2024/05/30 13:58:27.3434,2024/05/30 13:58:29.4341,2.0907,JSS_PA,removeJig,WhiteBody:2837
故障,substrateInspectione_1,2024/05/30 13:58:50.4061,2024/05/30 13:58:59.8856,9.4795,JSS_PA,substrateInspectione,WhiteBody:3147
故障,coatingInspection_1,2024/05/30 13:59:06.2637,2024/05/30 13:59:21.6236,15.3599,JSS_PA,coatingInspection,WhiteBody:2947
故障,FRFLR_1,2024/05/30 14:00:25.7549,2024/05/30 14:01:06.4984,40.7436,JSS_WE,FRFLR,WhiteBody:3484
機種CH,BRAZE_1,2024/05/30 14:00:10.0490,2024/05/30 14:02:10.0490,2:00.0000,JSS_WE,BRAZE,WhiteBody:3442
故障,coatingInspection_1,2024/05/30 14:02:38.4262,2024/05/30 14:03:03.8128,25.3866,JSS_PA,coatingInspection,WhiteBody:2950
故障,substrateInspectione_1,2024/05/30 14:03:58.2063,2024/05/30 14:04:07.5743,9.3680,JSS_PA,substrateInspectione,WhiteBody:3152
故障,substrateInspectione_1,2024/05/30 14:05:30.1965,2024/05/30 14:06:41.5697,1:11.3732,JSS_PA,substrateInspectione,WhiteBody:3153
故障,CROSSTAR_1,2024/05/30 14:08:21.7836,2024/05/30 14:08:47.8159,26.0323,JSS_WE,RRDOOR,SubPart:9152
故障,C_1,2024/05/30 14:07:47.5308,2024/05/30 14:08:56.2831,1:08.7522,JSS_AF,C,WhiteBody:2703
故障,substrateInspectione_1,2024/05/30 14:08:36.6509,2024/05/30 14:09:10.6895,34.0386,JSS_PA,substrateInspectione,WhiteBody:3155
故障,sealerOV_1,2024/05/30 14:08:46.1462,2024/05/30 14:09:17.7498,31.6036,JSS_PA,sealerOV,WhiteBody:3181
故障,BRAZE_1,2024/05/30 14:08:50.5398,2024/05/30 14:09:18.2897,27.7499,JSS_WE,BRAZE,WhiteBody:3448
故障,BRAZE_1,2024/05/30 14:10:46.4965,2024/05/30 14:11:57.9969,1:11.5004,JSS_WE,BRAZE,WhiteBody:3450
機種CH,SR_1,2024/05/30 14:10:37.3490,2024/05/30 14:12:37.3490,2:00.0000,JSS_WE,SR,WhiteBody:3442
機種CH,TGSub_1,2024/05/30 14:12:27.3490,2024/05/30 14:14:27.3490,2:00.0000,JSS_WE,TGSub,SubPart:9161
故障,F2_1,2024/05/30 14:14:11.6047,2024/05/30 14:15:01.1030,49.4982,JSS_WE,F2,WhiteBody:3420
故障,F2_1,2024/05/30 14:16:13.6850,2024/05/30 14:16:22.6536,8.9686,JSS_WE,F2,WhiteBody:3422
故障,substrateInspectione_1,2024/05/30 14:17:18.2438,2024/05/30 14:17:47.1312,28.8874,JSS_PA,substrateInspectione,WhiteBody:3164
故障,sealer_1,2024/05/30 14:19:56.4825,2024/05/30 14:20:09.2583,12.7758,JSS_PA,sealer,WhiteBody:3227
故障,FLRCOMP_1,2024/05/30 14:25:08.8152,2024/05/30 14:25:40.7200,31.9048,JSS_WE,FLRCOMP,WhiteBody:3493
故障,FRFLR_1,2024/05/30 14:25:13.5880,2024/05/30 14:25:50.0418,36.4538,JSS_WE,FRFLR,WhiteBody:3509
故障,substrateInspectione_1,2024/05/30 14:26:04.6352,2024/05/30 14:26:24.1704,19.5353,JSS_PA,substrateInspectione,WhiteBody:3172
故障,removeJig_1,2024/05/30 14:26:43.2581,2024/05/30 14:27:14.6418,31.3837,JSS_PA,removeJig,WhiteBody:2865
故障,BRAZE_1,2024/05/30 14:26:47.6711,2024/05/30 14:27:26.0905,38.4194,JSS_WE,BRAZE,WhiteBody:3466
故障,BRAZE_1,2024/05/30 14:28:25.2549,2024/05/30 14:28:34.2806,9.0257,JSS_WE,BRAZE,WhiteBody:3467
故障,substrateInspectione_1,2024/05/30 14:28:36.3669,2024/05/30 14:28:45.4715,9.1046,JSS_PA,substrateInspectione,WhiteBody:3175
機種CH,F1_1,2024/05/30 14:27:04.0490,2024/05/30 14:29:04.0490,2:00.0000,JSS_WE,F1,WhiteBody:3442
故障,sealer_1,2024/05/30 14:32:01.4478,2024/05/30 14:32:28.7589,27.3111,JSS_PA,sealer,WhiteBody:3238
故障,F1_1,2024/05/30 14:33:19.0504,2024/05/30 14:33:52.7777,33.7273,JSS_WE,F1,WhiteBody:3446
故障,D_1,2024/05/30 14:35:01.4505,2024/05/30 14:35:05.2590,3.8085,JSS_AF,D,WhiteBody:2702
故障,sealer_1,2024/05/30 14:35:25.6393,2024/05/30 14:35:38.7309,13.0916,JSS_PA,sealer,WhiteBody:3241
故障,substrateInspectione_1,2024/05/30 14:34:54.3092,2024/05/30 14:35:44.6428,50.3336,JSS_PA,substrateInspectione,WhiteBody:3181
故障,coatingInspection_1,2024/05/30 14:36:56.7615,2024/05/30 14:37:18.6612,21.8996,JSS_PA,coatingInspection,WhiteBody:2984
故障,substrateInspectione_1,2024/05/30 14:37:43.3634,2024/05/30 14:38:08.5795,25.2162,JSS_PA,substrateInspectione,WhiteBody:3183
故障,F2_1,2024/05/30 14:37:46.9569,2024/05/30 14:38:13.2084,26.2515,JSS_WE,F2,WhiteBody:3440
故障,TGSub_1,2024/05/30 14:37:17.7519,2024/05/30 14:38:19.0360,1:01.2841,JSS_WE,TGSub,SubPart:9217
故障,liquidWrapping_1,2024/05/30 14:38:44.1082,2024/05/30 14:39:22.5516,38.4433,JSS_PA,liquidWrapping,WhiteBody:2897
故障,BRAZE_1,2024/05/30 14:38:55.8821,2024/05/30 14:39:23.3955,27.5133,JSS_WE,BRAZE,WhiteBody:3477
故障,substrateInspectione_1,2024/05/30 14:39:45.2625,2024/05/30 14:39:46.7753,1.5128,JSS_PA,substrateInspectione,WhiteBody:3184
機種CH,F2_1,2024/05/30 14:39:53.2279,2024/05/30 14:41:53.2279,2:00.0000,JSS_WE,F2,WhiteBody:3442
故障,FRFLR_1,2024/05/30 14:41:59.3046,2024/05/30 14:42:14.7046,15.4000,JSS_WE,FRFLR,WhiteBody:3527
故障,FLRCOMP_1,2024/05/30 14:43:05.7941,2024/05/30 14:43:40.7705,34.9765,JSS_WE,FLRCOMP,WhiteBody:3512
故障,BRAZE_1,2024/05/30 14:44:04.9877,2024/05/30 14:44:35.6128,30.6251,JSS_WE,BRAZE,WhiteBody:3482
故障,FLRCOMP_1,2024/05/30 14:45:42.1761,2024/05/30 14:45:51.6348,9.4587,JSS_WE,FLRCOMP,WhiteBody:3514
故障,FLRCOMP_1,2024/05/30 14:45:59.9564,2024/05/30 14:46:40.6937,40.7373,JSS_WE,FLRCOMP,WhiteBody:3514
故障,F2_1,2024/05/30 14:47:16.1914,2024/05/30 14:47:20.5591,4.3677,JSS_WE,F2,WhiteBody:3447
故障,FRFLR_1,2024/05/30 14:47:49.7144,2024/05/30 14:47:54.4946,4.7802,JSS_WE,FRFLR,WhiteBody:3532
故障,G_1,2024/05/30 14:47:58.5773,2024/05/30 14:48:23.2982,24.7209,JSS_AF,G,WhiteBody:2625
故障,F3_1,2024/05/30 14:48:19.5621,2024/05/30 14:48:34.0699,14.5078,JSS_WE,F3,WhiteBody:3436
故障,F_1,2024/05/30 14:49:03.4489,2024/05/30 14:50:45.6173,1:42.1684,JSS_AF,F,WhiteBody:2661
故障,FRFLR_1,2024/05/30 14:50:03.1926,2024/05/30 14:51:07.7976,1:04.6050,JSS_WE,FRFLR,WhiteBody:3534
故障,FLRCOMP_1,2024/05/30 14:49:23.2552,2024/05/30 14:51:18.6021,1:55.3469,JSS_WE,FLRCOMP,WhiteBody:3517
故障,coatingInspection_1,2024/05/30 14:51:07.3110,2024/05/30 14:51:23.2995,15.9885,JSS_PA,coatingInspection,WhiteBody:2998
故障,substrateInspectione_1,2024/05/30 14:54:08.9924,2024/05/30 14:54:28.3929,19.4005,JSS_PA,substrateInspectione,WhiteBody:3200
機種CH,F3_1,2024/05/30 14:53:32.9357,2024/05/30 14:55:32.9357,2:00.0000,JSS_WE,F3,WhiteBody:3442
故障,BRAZE_1,2024/05/30 14:56:01.4054,2024/05/30 14:56:12.6683,11.2630,JSS_WE,BRAZE,WhiteBody:3494
故障,FLRCOMP_1,2024/05/30 14:57:39.8976,2024/05/30 14:58:00.4941,20.5965,JSS_WE,FLRCOMP,WhiteBody:3523
故障,BRAZE_1,2024/05/30 14:59:15.4292,2024/05/30 14:59:29.6675,14.2383,JSS_WE,BRAZE,WhiteBody:3498
故障,coatingInspection_1,2024/05/30 14:59:08.4829,2024/05/30 14:59:31.9348,23.4519,JSS_PA,coatingInspection,WhiteBody:3005
故障,sealer_1,2024/05/30 14:59:12.7878,2024/05/30 14:59:45.1720,32.3842,JSS_PA,sealer,WhiteBody:3265
故障,FRFLR_1,2024/05/30 14:59:29.9689,2024/05/30 14:59:52.2647,22.2958,JSS_WE,FRFLR,WhiteBody:3542
故障,FRFLR_1,2024/05/30 15:01:29.9901,2024/05/30 15:01:38.0127,8.0225,JSS_WE,FRFLR,WhiteBody:3544
故障,CROSSTAR_1,2024/05/30 15:01:38.2631,2024/05/30 15:02:10.8301,32.5669,JSS_WE,RRDOOR,SubPart:9278
故障,substrateInspectione_1,2024/05/30 15:02:41.5925,2024/05/30 15:02:58.8478,17.2553,JSS_PA,substrateInspectione,WhiteBody:3208
故障,FRFLR_1,2024/05/30 15:03:06.3000,2024/05/30 15:04:24.5166,1:18.2166,JSS_WE,FRFLR,WhiteBody:3545
故障,BRAZE_1,2024/05/30 15:05:43.1188,2024/05/30 15:06:11.4389,28.3202,JSS_WE,BRAZE,WhiteBody:3504
故障,sealerOV_1,2024/05/30 15:05:55.1459,2024/05/30 15:06:45.5726,50.4267,JSS_PA,sealerOV,WhiteBody:3238
故障,sealer_1,2024/05/30 15:07:01.3133,2024/05/30 15:07:15.9243,14.6110,JSS_PA,sealer,WhiteBody:3272
故障,FRFLR_1,2024/05/30 15:08:47.3830,2024/05/30 15:08:52.5566,5.1735,JSS_WE,FRFLR,WhiteBody:3550
故障,substrateInspectione_1,2024/05/30 15:08:44.3374,2024/05/30 15:09:00.7938,16.4563,JSS_PA,substrateInspectione,WhiteBody:3214
故障,BRAZE_1,2024/05/30 15:09:07.6130,2024/05/30 15:09:10.6154,3.0023,JSS_WE,BRAZE,WhiteBody:3507
故障,TGSub_1,2024/05/30 15:08:47.6635,2024/05/30 15:09:29.7293,42.0659,JSS_WE,TGSub,SubPart:9297
故障,BRAZE_1,2024/05/30 15:09:51.5621,2024/05/30 15:10:02.9312,11.3691,JSS_WE,BRAZE,WhiteBody:3508
故障,substrateInspectione_1,2024/05/30 15:11:48.2123,2024/05/30 15:11:51.3825,3.1702,JSS_PA,substrateInspectione,WhiteBody:3217
故障,D_1,2024/05/30 15:12:16.8282,2024/05/30 15:13:05.5813,48.7531,JSS_AF,D,WhiteBody:2738
故障,F2_1,2024/05/30 15:12:49.5320,2024/05/30 15:13:07.4241,17.8921,JSS_WE,F2,WhiteBody:3473
故障,F3_1,2024/05/30 15:13:01.0222,2024/05/30 15:13:25.9036,24.8814,JSS_WE,F3,WhiteBody:3459
故障,sealerOV_1,2024/05/30 15:16:15.8952,2024/05/30 15:16:54.7177,38.8225,JSS_PA,sealerOV,WhiteBody:3247
故障,coatingInspection_1,2024/05/30 15:19:38.4497,2024/05/30 15:19:47.7339,9.2841,JSS_PA,coatingInspection,WhiteBody:3025
故障,FLRCOMP_1,2024/05/30 15:20:44.2916,2024/05/30 15:21:11.8073,27.5157,JSS_WE,FLRCOMP,WhiteBody:3543
故障,sealerOV_1,2024/05/30 15:22:38.5400,2024/05/30 15:22:48.0718,9.5318,JSS_PA,sealerOV,WhiteBody:3253
故障,A_1,2024/05/30 15:22:25.3089,2024/05/30 15:22:55.1188,29.8099,JSS_AF,A,WhiteBody:2857
故障,removeJig_1,2024/05/30 15:22:43.1306,2024/05/30 15:23:01.1851,18.0545,JSS_PA,removeJig,WhiteBody:2920
故障,F2_1,2024/05/30 15:24:03.0174,2024/05/30 15:24:14.1714,11.1540,JSS_WE,F2,WhiteBody:3480
故障,G_1,2024/05/30 15:24:14.1082,2024/05/30 15:24:27.8874,13.7792,JSS_AF,G,WhiteBody:2660
故障,sealer_1,2024/05/30 15:25:03.4278,2024/05/30 15:25:14.5580,11.1302,JSS_PA,sealer,WhiteBody:3290
故障,CROSSTAR_1,2024/05/30 15:26:46.7328,2024/05/30 15:27:08.1881,21.4553,JSS_WE,RRDOOR,SubPart:9336
故障,F3_1,2024/05/30 15:26:48.4146,2024/05/30 15:27:12.8331,24.4185,JSS_WE,F3,WhiteBody:3469
故障,FLRCOMP_1,2024/05/30 15:26:37.0874,2024/05/30 15:27:34.0770,56.9896,JSS_WE,FLRCOMP,WhiteBody:3549
故障,F2_1,2024/05/30 15:27:26.0272,2024/05/30 15:27:37.4526,11.4254,JSS_WE,F2,WhiteBody:3483
故障,F_1,2024/05/30 15:27:22.5037,2024/05/30 15:27:46.9669,24.4632,JSS_AF,F,WhiteBody:2697
故障,BRAZE_1,2024/05/30 15:29:34.5606,2024/05/30 15:29:49.5528,14.9922,JSS_WE,BRAZE,WhiteBody:3524
故障,substrateInspectione_1,2024/05/30 15:29:18.4011,2024/05/30 15:29:58.2858,39.8847,JSS_PA,substrateInspectione,WhiteBody:3235
故障,sealerOV_1,2024/05/30 15:30:03.8018,2024/05/30 15:30:21.0248,17.2230,JSS_PA,sealerOV,WhiteBody:3260
故障,substrateInspectione_1,2024/05/30 15:31:28.4655,2024/05/30 15:31:38.4906,10.0251,JSS_PA,substrateInspectione,WhiteBody:3236
故障,liquidWrapping_1,2024/05/30 15:33:33.4308,2024/05/30 15:34:28.8122,55.3814,JSS_PA,liquidWrapping,WhiteBody:2951
故障,substrateInspectione_1,2024/05/30 15:35:25.9266,2024/05/30 15:35:32.2589,6.3322,JSS_PA,substrateInspectione,WhiteBody:3240
故障,removeJig_1,2024/05/30 15:35:00.8792,2024/05/30 15:36:01.9168,1:01.0376,JSS_PA,removeJig,WhiteBody:2933
故障,substrateInspectione_1,2024/05/30 15:36:08.1804,2024/05/30 15:36:34.6927,26.5123,JSS_PA,substrateInspectione,WhiteBody:3241
故障,FLRCOMP_1,2024/05/30 15:36:32.8067,2024/05/30 15:37:09.4010,36.5943,JSS_WE,FLRCOMP,WhiteBody:3559
故障,liquidWrapping_1,2024/05/30 15:37:27.6629,2024/05/30 15:38:10.9372,43.2743,JSS_PA,liquidWrapping,WhiteBody:2954
故障,F2_1,2024/05/30 15:38:13.1619,2024/05/30 15:38:39.1975,26.0356,JSS_WE,F2,WhiteBody:3494
故障,sealerOV_1,2024/05/30 15:39:42.9910,2024/05/30 15:40:24.7979,41.8069,JSS_PA,sealerOV,WhiteBody:3269
故障,removeJig_1,2024/05/30 15:41:26.6822,2024/05/30 15:41:59.9811,33.2989,JSS_PA,removeJig,WhiteBody:2937
故障,F2_1,2024/05/30 15:41:54.5541,2024/05/30 15:42:03.1034,8.5493,JSS_WE,F2,WhiteBody:3497
故障,removeJig_1,2024/05/30 15:43:38.3783,2024/05/30 15:44:18.0343,39.6560,JSS_PA,removeJig,WhiteBody:2939
故障,coatingInspection_1,2024/05/30 15:46:55.3567,2024/05/30 15:47:03.4824,8.1256,JSS_PA,coatingInspection,WhiteBody:3052
故障,F3_1,2024/05/30 15:48:08.6831,2024/05/30 15:48:27.9669,19.2838,JSS_WE,F3,WhiteBody:3490
故障,coatingInspection_1,2024/05/30 15:48:34.8178,2024/05/30 15:48:40.7781,5.9604,JSS_PA,coatingInspection,WhiteBody:3054
故障,G_1,2024/05/30 15:48:31.9545,2024/05/30 15:48:51.7221,19.7676,JSS_AF,G,WhiteBody:2684
故障,FRFLR_1,2024/05/30 15:49:36.2078,2024/05/30 15:49:46.0727,9.8649,JSS_WE,FRFLR,WhiteBody:3589
故障,B_1,2024/05/30 15:50:16.6811,2024/05/30 15:51:03.0366,46.3555,JSS_AF,B,WhiteBody:2834
故障,substrateInspectione_1,2024/05/30 15:50:56.4212,2024/05/30 15:51:13.9091,17.4879,JSS_PA,substrateInspectione,WhiteBody:3255
故障,G_1,2024/05/30 15:50:58.9618,2024/05/30 15:51:53.8496,54.8877,JSS_AF,G,WhiteBody:2686
故障,coatingInspection_1,2024/05/30 15:51:48.0286,2024/05/30 15:52:02.7062,14.6777,JSS_PA,coatingInspection,WhiteBody:3057
故障,G_1,2024/05/30 15:52:49.3052,2024/05/30 15:53:09.9821,20.6769,JSS_AF,G,WhiteBody:2687
故障,sealerOV_1,2024/05/30 15:53:24.9548,2024/05/30 15:53:46.9116,21.9567,JSS_PA,sealerOV,WhiteBody:3282
故障,FRFLR_1,2024/05/30 15:54:53.2408,2024/05/30 15:56:03.4614,1:10.2205,JSS_WE,FRFLR,WhiteBody:3594
故障,G_1,2024/05/30 15:56:37.8151,2024/05/30 15:57:01.5044,23.6893,JSS_AF,G,WhiteBody:2691
故障,F3_1,2024/05/30 15:57:08.2432,2024/05/30 15:57:26.8062,18.5630,JSS_WE,F3,WhiteBody:3498
故障,sealerOV_1,2024/05/30 15:57:22.7799,2024/05/30 15:57:51.1867,28.4067,JSS_PA,sealerOV,WhiteBody:3286
故障,removeJig_1,2024/05/30 15:58:17.8767,2024/05/30 15:59:16.0257,58.1490,JSS_PA,removeJig,WhiteBody:2953
故障,sealer_1,2024/05/30 16:01:11.9638,2024/05/30 16:01:18.5390,6.5752,JSS_PA,sealer,WhiteBody:3326
故障,sealer_1,2024/05/30 16:01:54.2808,2024/05/30 16:02:13.1599,18.8791,JSS_PA,sealer,WhiteBody:3326
機種CH,FRFLR_1,2024/05/30 16:01:51.8449,2024/05/30 16:03:51.8449,2:00.0000,JSS_WE,FRFLR,WhiteBody:3601
故障,BRAZE_1,2024/05/30 16:04:30.3225,2024/05/30 16:04:41.5393,11.2168,JSS_WE,BRAZE,WhiteBody:3560
故障,sealerOV_1,2024/05/30 16:04:54.9623,2024/05/30 16:05:16.9085,21.9463,JSS_PA,sealerOV,WhiteBody:3293
故障,substrateInspectione_1,2024/05/30 16:06:46.4675,2024/05/30 16:06:59.6427,13.1752,JSS_PA,substrateInspectione,WhiteBody:3270
故障,coatingInspection_1,2024/05/30 16:07:44.0209,2024/05/30 16:08:00.7264,16.7055,JSS_PA,coatingInspection,WhiteBody:3073
故障,liquidWrapping_1,2024/05/30 16:08:34.4262,2024/05/30 16:08:57.6028,23.1766,JSS_PA,liquidWrapping,WhiteBody:2984
故障,sealer_1,2024/05/30 16:09:03.6022,2024/05/30 16:09:13.9508,10.3486,JSS_PA,sealer,WhiteBody:3333
故障,C_1,2024/05/30 16:08:47.0581,2024/05/30 16:10:37.9697,1:50.9116,JSS_AF,C,WhiteBody:2823
故障,sealer_1,2024/05/30 16:11:40.1303,2024/05/30 16:12:11.0688,30.9385,JSS_PA,sealer,WhiteBody:3336
故障,FRFLR_1,2024/05/30 16:12:09.0670,2024/05/30 16:12:41.9071,32.8401,JSS_WE,FRFLR,WhiteBody:3609
故障,sealer_1,2024/05/30 16:13:25.1981,2024/05/30 16:13:51.1632,25.9651,JSS_PA,sealer,WhiteBody:3337
故障,sealerOV_1,2024/05/30 16:14:35.7803,2024/05/30 16:15:03.8108,28.0304,JSS_PA,sealerOV,WhiteBody:3302
故障,F3_1,2024/05/30 16:14:48.6314,2024/05/30 16:15:15.5810,26.9496,JSS_WE,F3,WhiteBody:3516
故障,coatingInspection_1,2024/05/30 16:14:57.4767,2024/05/30 16:15:22.8222,25.3455,JSS_PA,coatingInspection,WhiteBody:3080
故障,substrateInspectione_1,2024/05/30 16:17:18.5241,2024/05/30 16:17:31.1997,12.6756,JSS_PA,substrateInspectione,WhiteBody:3280
故障,F2_1,2024/05/30 16:17:53.6447,2024/05/30 16:18:00.2595,6.6149,JSS_WE,F2,WhiteBody:3534
機種CH,FLRCOMP_1,2024/05/30 16:16:32.2595,2024/05/30 16:18:32.2595,2:00.0000,JSS_WE,FLRCOMP,WhiteBody:3601
故障,coatingInspection_1,2024/05/30 16:20:52.5447,2024/05/30 16:21:16.9393,24.3946,JSS_PA,coatingInspection,WhiteBody:3085
故障,B_1,2024/05/30 16:22:02.2672,2024/05/30 16:22:11.6774,9.4103,JSS_AF,B,WhiteBody:2864
故障,removeJig_1,2024/05/30 16:23:19.9857,2024/05/30 16:23:26.4642,6.4785,JSS_PA,removeJig,WhiteBody:2978
故障,FLRCOMP_1,2024/05/30 16:23:16.2079,2024/05/30 16:23:54.1346,37.9267,JSS_WE,FLRCOMP,WhiteBody:3606
故障,sealer_1,2024/05/30 16:23:40.5584,2024/05/30 16:24:09.1782,28.6198,JSS_PA,sealer,WhiteBody:3347
故障,insertJig_1,2024/05/30 16:24:19.9624,2024/05/30 16:24:41.1440,21.1816,JSS_PA,insertJig,WhiteBody:3503
故障,FRFLR_1,2024/05/30 16:24:29.7101,2024/05/30 16:24:56.7926,27.0824,JSS_WE,FRFLR,WhiteBody:3622
故障,INNFRM_GW_1,2024/05/30 16:25:23.4131,2024/05/30 16:26:21.8042,58.3911,JSS_WE,INNFRM_GW,WhiteBody:3598
故障,BRAZE_1,2024/05/30 16:27:27.3902,2024/05/30 16:27:34.1691,6.7789,JSS_WE,BRAZE,WhiteBody:3584
故障,substrateInspectione_1,2024/05/30 16:28:25.3192,2024/05/30 16:28:33.6684,8.3492,JSS_PA,substrateInspectione,WhiteBody:3290
故障,sealerOV_1,2024/05/30 16:27:36.7113,2024/05/30 16:28:46.4779,1:09.7666,JSS_PA,sealerOV,WhiteBody:3315
故障,liquidWrapping_1,2024/05/30 16:28:38.0886,2024/05/30 16:29:10.2004,32.1119,JSS_PA,liquidWrapping,WhiteBody:3004
故障,BRAZE_1,2024/05/30 16:29:33.5299,2024/05/30 16:29:45.5511,12.0211,JSS_WE,BRAZE,WhiteBody:3586
機種CH,INNFRM_GW_1,2024/05/30 16:28:18.2506,2024/05/30 16:30:18.2506,2:00.0000,JSS_WE,INNFRM_GW,WhiteBody:3601
故障,substrateInspectione_1,2024/05/30 16:30:08.6133,2024/05/30 16:30:28.0066,19.3933,JSS_PA,substrateInspectione,WhiteBody:3292
故障,F2_1,2024/05/30 16:29:56.9925,2024/05/30 16:30:40.9360,43.9435,JSS_WE,F2,WhiteBody:3546
故障,FRFLR_1,2024/05/30 16:30:36.0211,2024/05/30 16:30:52.2334,16.2123,JSS_WE,FRFLR,WhiteBody:3628
故障,F1_1,2024/05/30 16:32:18.5414,2024/05/30 16:33:37.4796,1:18.9382,JSS_WE,F1,WhiteBody:3563
故障,substrateInspectione_1,2024/05/30 16:33:20.9458,2024/05/30 16:33:56.6595,35.7137,JSS_PA,substrateInspectione,WhiteBody:3295
